row-number,field,issue-type,value
1,entry-date,default,2021-05-27
2,entry-date,default,2021-05-27
3,entry-date,default,2021-05-27
4,entry-date,default,2021-05-27
5,entry-date,default,2021-05-27
6,entry-date,default,2021-05-27
7,entry-date,default,2021-05-27
8,entry-date,default,2021-05-27
9,entry-date,default,2021-05-27
10,entry-date,default,2021-05-27
11,entry-date,default,2021-05-27
12,entry-date,default,2021-05-27
13,entry-date,default,2021-05-27
14,entry-date,default,2021-05-27
15,entry-date,default,2021-05-27
16,entry-date,default,2021-05-27
17,entry-date,default,2021-05-27
18,entry-date,default,2021-05-27
19,entry-date,default,2021-05-27
20,entry-date,default,2021-05-27
21,entry-date,default,2021-05-27
22,entry-date,default,2021-05-27
23,entry-date,default,2021-05-27
24,entry-date,default,2021-05-27
25,entry-date,default,2021-05-27
26,entry-date,default,2021-05-27
27,entry-date,default,2021-05-27
28,entry-date,default,2021-05-27
29,entry-date,default,2021-05-27
30,entry-date,default,2021-05-27
31,entry-date,default,2021-05-27
32,entry-date,default,2021-05-27
33,entry-date,default,2021-05-27
34,entry-date,default,2021-05-27
35,entry-date,default,2021-05-27
36,entry-date,default,2021-05-27
38,entry-date,default,2021-05-27
39,entry-date,default,2021-05-27
40,entry-date,default,2021-05-27
41,entry-date,default,2021-05-27
42,entry-date,default,2021-05-27
43,entry-date,default,2021-05-27
44,entry-date,default,2021-05-27
45,entry-date,default,2021-05-27
46,entry-date,default,2021-05-27
47,entry-date,default,2021-05-27
48,entry-date,default,2021-05-27
49,entry-date,default,2021-05-27
50,entry-date,default,2021-05-27
51,entry-date,default,2021-05-27
52,entry-date,default,2021-05-27
53,entry-date,default,2021-05-27
54,entry-date,default,2021-05-27
55,entry-date,default,2021-05-27
56,entry-date,default,2021-05-27
57,entry-date,default,2021-05-27
58,entry-date,default,2021-05-27
60,entry-date,default,2021-05-27
61,entry-date,default,2021-05-27
62,entry-date,default,2021-05-27
63,entry-date,default,2021-05-27
64,entry-date,default,2021-05-27
65,entry-date,default,2021-05-27
66,entry-date,default,2021-05-27
67,entry-date,default,2021-05-27
68,entry-date,default,2021-05-27
69,entry-date,default,2021-05-27
70,entry-date,default,2021-05-27
71,entry-date,default,2021-05-27
72,entry-date,default,2021-05-27
73,entry-date,default,2021-05-27
74,entry-date,default,2021-05-27
75,entry-date,default,2021-05-27
76,entry-date,default,2021-05-27
77,entry-date,default,2021-05-27
78,entry-date,default,2021-05-27
79,entry-date,default,2021-05-27
80,entry-date,default,2021-05-27
81,entry-date,default,2021-05-27
82,entry-date,default,2021-05-27
83,entry-date,default,2021-05-27
84,entry-date,default,2021-05-27
85,entry-date,default,2021-05-27
86,entry-date,default,2021-05-27
87,entry-date,default,2021-05-27
88,entry-date,default,2021-05-27
89,entry-date,default,2021-05-27
90,entry-date,default,2021-05-27
91,entry-date,default,2021-05-27
92,entry-date,default,2021-05-27
93,entry-date,default,2021-05-27
94,entry-date,default,2021-05-27
95,entry-date,default,2021-05-27
96,entry-date,default,2021-05-27
97,entry-date,default,2021-05-27
98,entry-date,default,2021-05-27
99,entry-date,default,2021-05-27
100,entry-date,default,2021-05-27
101,entry-date,default,2021-05-27
102,entry-date,default,2021-05-27
103,entry-date,default,2021-05-27
104,entry-date,default,2021-05-27
105,entry-date,default,2021-05-27
106,entry-date,default,2021-05-27
107,entry-date,default,2021-05-27
108,entry-date,default,2021-05-27
109,entry-date,default,2021-05-27
110,entry-date,default,2021-05-27
111,entry-date,default,2021-05-27
112,entry-date,default,2021-05-27
113,entry-date,default,2021-05-27
114,entry-date,default,2021-05-27
115,entry-date,default,2021-05-27
116,entry-date,default,2021-05-27
117,entry-date,default,2021-05-27
118,entry-date,default,2021-05-27
119,entry-date,default,2021-05-27
120,entry-date,default,2021-05-27
121,entry-date,default,2021-05-27
122,entry-date,default,2021-05-27
123,entry-date,default,2021-05-27
124,entry-date,default,2021-05-27
125,entry-date,default,2021-05-27
126,entry-date,default,2021-05-27
127,entry-date,default,2021-05-27
128,entry-date,default,2021-05-27
129,entry-date,default,2021-05-27
130,entry-date,default,2021-05-27
132,entry-date,default,2021-05-27
133,entry-date,default,2021-05-27
134,entry-date,default,2021-05-27
135,entry-date,default,2021-05-27
136,entry-date,default,2021-05-27
137,entry-date,default,2021-05-27
138,entry-date,default,2021-05-27
139,entry-date,default,2021-05-27
140,entry-date,default,2021-05-27
141,entry-date,default,2021-05-27
142,entry-date,default,2021-05-27
143,entry-date,default,2021-05-27
